PMC7120876	Pflanzenphysiologie
PMC5578422	Am_Biol_Teach
PMC5524541	Cancer_Epidemiol_Biomarkers_Prev
PMC5461959	Trends_Cancer
PMC5397677	J_Mol_Diagn
PMC5219911	Mol_Biol_Res_Commun
PMC5125285	Amyotroph_Lateral_Scler_Frontotemporal_Degener
PMC5118849	Gastroenterol_Hepatol_Bed_Bench
PMC5114340	J_Musculoskelet_Neuronal_Interact
PMC5100007	Curr_Infect_Dis_Rep
PMC5090824	Neural_Regen_Res
PMC5067740	J_Am_Chem_Soc
PMC5067144	Dialogues_Clin_Neurosci
PMC5064001	J_Biol_Chem
PMC5047699	J_Cell_Sci
PMC5047673	Development
PMC5042389	Genes_
PMC5042291	Onco_Targets_Ther
PMC5036310	Thyroid
PMC5023323	Curr_Protoc_Mouse_Biol
PMC5023025	Am_J_Respir_Cell_Mol_Biol
PMC5015459	Euro_Surveill
PMC5011618	Vector_Borne_Zoonotic_Dis
PMC5008809	PLoS_One
PMC5007518	Sci_Rep
PMC5003153	J_Lipid_Res
PMC5001909	Arthritis_Rheumatol
PMC4989252	Sleep
PMC4986893	RNA
PMC4981805	Am_J_Public_Health
PMC4924576	J_Neurol_Neuromedicine
PMC5627509	Clin_Microbiol_Infect
PMC5123698	Alcohol
PMC5079612	Diabetes_Care
PMC5025944	Biochem_Biophys_Res_Commun
PMC5007236	Springerplus
PMC5006647	Front_Plant_Sci
PMC5006320	Front_Plant_Sci
PMC5005410	Front_Physiol
PMC5005400	Front_Plant_Sci
PMC5005375	Front_Physiol
PMC5005325	Front_Plant_Sci
PMC5005315	Front_Cell_Infect_Microbiol
PMC6238801	Onderstepoort_J_Vet_Res
PMC5680722	RNA_Biol
PMC5239802	J_Mol_Med_
PMC5068849	Genetics
PMC5042798	Mol_Med_Rep
PMC5037705	Int_J_Mol_Sci
PMC5022094	Transl_Psychiatry
PMC5013600	Nat_Commun
PMC5006563	Virol_J
PMC5006539	BMC_Genomics
PMC5006282	BMC_Genomics
PMC5004807	PLoS_Pathog
PMC5003846	Front_Immunol
PMC5628772	Electron_J_Stat
PMC5464302	Neuro_Oncol
PMC5463853	Neuro_Oncol
PMC5314783	Nucleic_Acids_Res
PMC5076444	Aging_
PMC5035888	Proc_Natl_Acad_Sci_U_S_A
PMC5007100	Mol_Vis
PMC5003123	Evol_Bioinform_Online
PMC6088798	J_Neurooncol
PMC5002325	Virol_J
PMC5002202	BMC_Med_Genomics
PMC5381979	Environ_Health_Perspect
PMC5136328	Exp_Neurol
PMC5047101	Plant_Physiol
PMC5013250	Genom_Data
PMC5009820	BMC_Syst_Biol
PMC5008102	J_Virol
PMC5008096	J_Virol
PMC5002145	BMC_Genet
PMC5001713	PLoS_Genet
PMC5001636	PLoS_Genet
PMC4999880	Sci_Rep
PMC4999810	Sci_Rep
PMC6638236	Mol_Plant_Pathol
PMC5320589	Microb_Genom
PMC5274549	Cell_Mol_Life_Sci
PMC5089070	Cell_Rep
PMC5076849	J_Biol_Chem
PMC5046229	Cell
PMC4999231	PLoS_One
PMC4999229	PLoS_Genet
PMC4999203	PLoS_One
PMC4997959	Sci_Rep
PMC5442825	Stem_Cells_Transl_Med
PMC5426519	Nat_Commun
PMC5325415	Oncotarget
PMC5176363	Biol_Reprod
PMC5167060	Bioinformatics
PMC5079274	Cardiovasc_Res
PMC5068952	G3_
PMC5061835	Anal_Bioanal_Chem
PMC5026059	Genes_Brain_Behav
PMC5011103	Ann_Lab_Med
PMC4997769	BMC_Cancer
PMC4997694	BMC_Evol_Biol
PMC4996651	eLife
PMC4996455	PLoS_One
PMC4996130	Mol_Ther_Methods_Clin_Dev
PMC4995822	BMC_Plant_Biol
PMC4995750	Mol_Cancer
PMC4995747	Genome_Biol
PMC4995438	Sci_Rep
PMC4995216	Front_Plant_Sci
PMC5135014	Adv_Immunol
PMC5058528	Ecol_Evol
PMC5023498	Mitochondrion
PMC4995003	PLoS_One
PMC4994006	Sci_Rep
PMC5663531	Oncotarget
PMC5388176	Nat_Genet
PMC5072989	Am_J_Hematol
PMC5019023	J_Insect_Sci
PMC4997845	Antimicrob_Agents_Chemother
PMC4997843	Antimicrob_Agents_Chemother
PMC4997831	Antimicrob_Agents_Chemother
PMC4996943	Nat_Commun
PMC4994321	Malar_J
PMC4994278	Biotechnol_Biofuels
PMC4993437	PLoS_Negl_Trop_Dis
PMC4993014	Front_Microbiol
PMC4992896	Sci_Rep
PMC4992894	Sci_Rep
PMC4992872	Sci_Rep
PMC4992726	Front_Microbiol
PMC4992686	Front_Psychiatry
PMC5471111	J_Allergy_Clin_Immunol
PMC5074873	Acta_Neuropathol
PMC4992563	BMC_Evol_Biol
PMC4992321	BMC_Med_Genomics
PMC4991580	Antioxid_Redox_Signal
PMC5323143	Oncotarget
PMC5096024	Chembiochem
PMC5035595	J_Thromb_Haemost
PMC4999840	Genes_
PMC4995898	Infect_Immun
PMC4995894	Infect_Immun
PMC4990911	Sci_Rep
PMC5629920	Neurobiol_Aging
PMC5308662	Oncotarget
PMC5167064	Bioinformatics
PMC5138113	Curr_Opin_Virol
PMC5050137	Cancer_Immunol_Res
PMC5023540	J_Assoc_Res_Otolaryngol
PMC4999531	Evol_Appl
PMC4994080	PeerJ
PMC4991119	BMC_Genet
PMC4991082	BMC_Genomics
PMC4990349	PLoS_One
PMC4990345	PLoS_One
PMC4990326	PLoS_One
PMC4990234	PLoS_One
PMC4990179	PLoS_Comput_Biol
PMC4989495	Sci_Rep
PMC4988968	Front_Plant_Sci
PMC5584808	Cancer_Discov
PMC5308657	Oncotarget
PMC5300877	Microbiologyopen
PMC5122983	Visc_Med
PMC5034609	Mol_Metab
PMC5013254	Front_Genet
PMC4989538	BMC_Struct_Biol
PMC4989345	Epigenetics_Chromatin
PMC4987965	BMC_Vet_Res
PMC4987672	Sci_Rep
PMC4987655	Sci_Rep
PMC4987651	Sci_Rep
PMC4987380	Front_Plant_Sci
PMC5436049	J_Phys_Chem_B
PMC5115939	Cancer
PMC5113113	Mol_Ther
PMC5038175	Oncol_Lett
PMC5023399	Mol_Ther_Nucleic_Acids
PMC5022084	Transl_Psychiatry
PMC4992978	mBio
PMC4990113	J_Radiat_Res
PMC4988016	BMC_Med
PMC4987059	PLoS_One
PMC4986947	PLoS_One
PMC4985752	Sci_Rep
PMC4985707	Sci_Rep
PMC4985637	Sci_Rep
PMC5311031	Oncogene
PMC5024641	Proc_Natl_Acad_Sci_U_S_A
PMC5024608	Proc_Natl_Acad_Sci_U_S_A
PMC5002454	Biomed_Res_Int
PMC4986339	BMC_Genomics
PMC4985137	PLoS_One
PMC4983788	Infect_Agent_Cancer
PMC5088105	Crit_Rev_Biochem_Mol_Biol
PMC5308692	Oncotarget
PMC5094631	Epigenetics
PMC5091880	J_Vis_Exp
PMC5079390	Cancer_Biol_Ther
PMC5079385	Cancer_Biol_Ther
PMC5068960	G3_
PMC5062992	Nucleic_Acids_Res
PMC5056949	Immunogenetics
PMC5010508	Cancer_Res
PMC4988170	J_Virol
PMC4983051	Biotechnol_Biofuels
PMC4983012	Malar_J
PMC4982681	PLoS_One
PMC4982626	PLoS_One
PMC4982206	BMC_Genomics
PMC6638217	Mol_Plant_Pathol
PMC6083963	Plant_Cell_Physiol
PMC5839218	Clin_Exp_Dent_Res
PMC5411242	Virulence
PMC5116948	EMBO_J
PMC5106606	Clin_Infect_Dis
PMC5068944	G3_
PMC5062988	Nucleic_Acids_Res
PMC5032908	Nat_Protoc
PMC5014711	FEBS_Lett
PMC5012592	FEMS_Microbiol_Lett
PMC4984550	J_Bacteriol
PMC4982238	BMC_Genomics
PMC4982236	BMC_Med_Genomics
PMC4982227	BMC_Genomics
PMC4982221	Biotechnol_Biofuels
PMC4982113	BMC_Genomics
PMC4981419	PLoS_One
PMC4980661	Sci_Rep
PMC4980609	Sci_Rep
PMC5351811	Sci_Transl_Med
PMC5173310	Translation_
PMC5082348	Beilstein_J_Nanotechnol
PMC5040969	Microarrays_
PMC4980126	PLoS_One
PMC4978736	Front_Plant_Sci
PMC5423218	Mol_Oncol
PMC5250536	ACS_Synth_Biol
PMC5072449	mSystems
PMC5038499	Biomed_Rep
PMC5028900	FEBS_Lett
PMC4993939	Biomed_Res_Int
PMC4979145	BMC_Genomics
PMC4978475	PLoS_One
PMC4977947	Front_Plant_Sci
PMC4977911	Front_Plant_Sci
PMC4977825	Front_Microbiol
PMC4977510	Sci_Rep
PMC4977508	Sci_Rep
PMC4977469	Sci_Rep
PMC4977302	Front_Plant_Sci
PMC6485592	Nat_Struct_Mol_Biol
PMC5113702	Wiley_Interdiscip_Rev_RNA
PMC4977872	BMC_Genomics
PMC4977773	BMC_Genomics
PMC4977689	BMC_Genomics
PMC4977264	Springerplus
PMC4976936	PLoS_One
PMC4976891	PLoS_One
PMC4976503	Front_Plant_Sci
PMC4976388	Sci_Rep
PMC5138421	J_Vet_Med_Sci
PMC5055819	Ann_Bot
PMC5049919	EBioMedicine
PMC4975896	Crit_Care
PMC5708881	Mod_Pathol
PMC5354236	Fly_
PMC5342350	Oncotarget
PMC4975483	PLoS_Genet
PMC4975456	PLoS_Genet
PMC4974727	BMC_Cell_Biol
PMC4974703	Virol_J
PMC4974498	Sci_Rep
PMC4974277	Front_Plant_Sci
PMC5137422	Nucleic_Acids_Res
PMC5091719	J_Vis_Exp
PMC5042788	Mol_Med_Rep
PMC5003260	Proc_Natl_Acad_Sci_U_S_A
PMC4996374	Cell_Rep
PMC4989069	Biomed_Res_Int
PMC4980431	Mol_Cell
PMC4976219	Nat_Commun
PMC4973908	PLoS_One
PMC4973047	BMC_Plant_Biol
PMC4972823	Front_Plant_Sci
PMC5137521	Hum_Vaccin_Immunother
PMC5006745	J_Hered
PMC4973635	mSphere
PMC4972396	PLoS_Pathog
PMC4972368	PLoS_One
PMC4971515	Sci_Rep
PMC4971393	Front_Genet
PMC6514405	Development
PMC5814248	Am_J_Med_Genet_B_Neuropsychiatr_Genet
PMC5470961	Oncotarget
PMC5296402	Gut
PMC5071130	Mol_Psychiatry
PMC5026259	Mol_Biol_Evol
PMC4974169	Am_J_Hum_Genet
PMC4974111	Am_J_Hum_Genet
PMC4972127	Bioinform_Biol_Insights
PMC4971684	BMC_Cancer
PMC4970800	PLoS_One
PMC4970266	BMC_Genet
PMC4969679	J_Biomed_Sci
PMC6186008	Stem_Cell_Rev
PMC6151867	Endocr_Relat_Cancer
PMC6080719	Clin_Rev_Allergy_Immunol
PMC5729891	Oral_Oncol
PMC5134743	Nat_Immunol
PMC5066124	Epigenomics
PMC5037008	Gastroenterology
PMC5002979	Genes_Dev
PMC4982169	Emerg_Infect_Dis
PMC4982157	Emerg_Infect_Dis
PMC4982147	Emerg_Infect_Dis
PMC4968789	PLoS_One
PMC4968023	BMC_Biol
PMC4968017	BMC_Biol
PMC4968004	Arch_Public_Health
PMC4966978	Mol_Biol_Cell
PMC5388015	Indian_Heart_J
PMC5011037	Brain_Behav_Immun
PMC4967514	BMC_Plant_Biol
PMC5136488	Cell_Death_Differ
PMC5006800	New_Microbes_New_Infect
PMC4968549	Appl_Environ_Microbiol
PMC4968543	Appl_Environ_Microbiol
PMC4966954	PLoS_One
PMC4966928	PLoS_One
PMC4966872	Virol_J
PMC4966782	BioData_Min
PMC4966770	Respir_Res
PMC4966569	BMC_Genomics
PMC5823595	Oncotarget
PMC5584151	Oncotarget
PMC5456283	Diseases
PMC5302921	Oncotarget
PMC5000601	Int_J_Mol_Sci
PMC4968978	Appl_Clin_Genet
PMC4966475	Genome_Announc
PMC4966432	J_Bacteriol
PMC4965152	PLoS_One
PMC4964652	Sci_Rep
PMC4964617	Sci_Rep
PMC5680709	Small_GTPases
PMC5394714	Virusdisease
PMC5041477	Nucleic_Acids_Res
PMC4984662	J_Virol
PMC4984648	J_Virol
PMC4984628	J_Virol
PMC4984626	J_Virol
PMC4961966	Sci_Rep
PMC4961929	Front_Plant_Sci
PMC4961707	Front_Plant_Sci
PMC5295455	Oncotarget
PMC5080847	Jundishapur_J_Microbiol
PMC5053912	Hum_Genet
PMC5040947	Transfus_Med_Hemother
PMC4981715	mBio
PMC4960904	Clin_Epigenetics
PMC4960521	Sci_Rep
PMC4960484	Sci_Rep
PMC4960238	Front_Microbiol
PMC4987809	Proc_Natl_Acad_Sci_U_S_A
PMC4965708	BMC_Bioinformatics
PMC4965706	BMC_Bioinformatics
PMC4963484	J_Clin_Microbiol
PMC4962516	Nat_Commun
PMC4960804	Genome_Biol
PMC4960742	Mol_Cytogenet
PMC4959749	PLoS_One
PMC4959001	Sci_Rep
PMC4958622	Front_Cardiovasc_Med
PMC5070562	Hepat_Mon
PMC4962959	Cancer_Inform
PMC5680723	Small_GTPases
PMC5605257	Schizophr_Bull
PMC5288188	Oncotarget
PMC5012383	Genetics
PMC4983585	Ecol_Evol
PMC4973337	Cell_Res
PMC4966688	Onco_Targets_Ther
PMC4958182	Antimicrob_Agents_Chemother
PMC4957920	BMC_Med_Genomics
PMC4957757	PLoS_One
PMC5312337	Oncotarget
PMC5012401	Genetics
PMC4996622	Mol_Cell
PMC4974110	Am_J_Hum_Genet
PMC4962009	Genes_
PMC4957278	Parasit_Vectors
PMC4956229	PLoS_One
PMC4956159	PLoS_One
PMC4955382	Front_Plant_Sci
PMC4954962	Sci_Rep
PMC4954956	Sci_Rep
PMC4954948	Sci_Rep
PMC5312160	Oncotarget
PMC5141262	Emerg_Microbes_Infect
PMC5117937	Eur_J_Hum_Genet
PMC5027509	Nucleic_Acids_Res
PMC4993038	Phys_Med_Biol
PMC4978261	Proc_Natl_Acad_Sci_U_S_A
PMC4954706	PLoS_Pathog
PMC5282833	EMBO_J
PMC5216616	Hum_Mol_Genet
PMC5059949	Influenza_Other_Respir_Viruses
PMC5036930	Fly_
PMC5031537	Gynecol_Oncol
PMC4951065	PLoS_One
PMC4951019	PLoS_One
PMC4949481	Sci_Rep
PMC4949469	Sci_Rep
PMC4949240	Front_Microbiol
PMC4920338	Philos_Trans_R_Soc_Lond_B_Biol_Sci
PMC5989924	Nat_Genet
PMC5443622	Nature
PMC5039004	Nucleus
PMC5016083	Circ_Res
PMC4997239	Theranostics
PMC4991632	Cancer_Res
PMC4978251	Proc_Natl_Acad_Sci_U_S_A
PMC4961166	Proc_Natl_Acad_Sci_U_S_A
PMC4945502	World_J_Hepatol
PMC6372135	Int_J_Epidemiol
PMC5288170	Oncotarget
PMC5260484	Expert_Rev_Cardiovasc_Ther
PMC5042172	Biophys_Physicobiol
PMC4984290	Appl_Environ_Microbiol
PMC4984284	Appl_Environ_Microbiol
PMC4984278	Appl_Environ_Microbiol
PMC4978762	Plant_Reprod
PMC4958343	Development
PMC4945917	Sci_Rep
PMC4931728	J_Neurotrauma
PMC5099283	Eur_J_Cancer
PMC4973341	Cell_Death_Dis
PMC4972677	Cell_Rep
PMC4947007	Nature
PMC4945165	Mol_Vis
PMC4944994	PLoS_One
PMC4944394	Front_Plant_Sci
PMC5548391	Hum_Mutat
PMC5514891	Oncotarget
PMC5482607	Oncotarget
PMC5047424	Open_Forum_Infect_Dis
PMC5039429	Pathogens
PMC4944467	J_Biomed_Sci
PMC4944258	BMC_Cancer
PMC4942822	Sci_Rep
PMC5451119	Diabetologia
PMC5065090	Mol_Psychiatry
PMC5062982	Nucleic_Acids_Res
PMC5025500	Plant_Cell_Rep
PMC4968756	Proc_Natl_Acad_Sci_U_S_A
PMC4958251	mBio
PMC4943016	BMC_Plant_Biol
PMC4943013	BMC_Genet
PMC4942098	PLoS_Biol
PMC4940736	Sci_Rep
PMC5556687	Mol_Aspects_Med
PMC5288195	Oncotarget
PMC4981114	Mem_Inst_Oswaldo_Cruz
PMC4944291	J_Virol
PMC4944281	J_Virol
PMC4944277	J_Virol
PMC4942573	Nat_Commun
PMC4941522	Sci_Rep
PMC4940913	Source_Code_Biol_Med
PMC4940881	BMC_Genomics
PMC4940509	AoB_Plants
PMC4939972	PLoS_One
PMC4939953	PLoS_Negl_Trop_Dis
PMC4939949	PLoS_Comput_Biol
PMC4939729	Front_Plant_Sci
PMC5079473	Bioinformatics
PMC5656012	J_Hepatol
PMC5578553	Euroasian_J_Hepatogastroenterol
PMC5125142	J_Assist_Reprod_Genet
PMC4970112	Sensors_
PMC5198273	J_Am_Soc_Nephrol
PMC5111881	Physiol_Genomics
PMC5053257	Parasite_Immunol
PMC4974525	Viruses
PMC4970921	Am_J_Sports_Med
PMC4938576	PLoS_One
PMC4938415	PLoS_One
PMC4938407	PLoS_One
PMC4937366	Sci_Rep
PMC5862309	Brief_Bioinform
PMC5514998	NPJ_Aging_Mech_Dis
PMC5033889	JCI_Insight
PMC5012393	Genetics
PMC4939792	Genome_Announc
PMC4939774	Genome_Announc
PMC4936259	BMC_Bioinformatics
PMC4936019	BMC_Med
PMC4935848	Sci_Rep
PMC4935763	Hum_Genome_Var
PMC5460529	ACS_Nano
PMC5015389	J_Am_Heart_Assoc
PMC4975678	Curr_Opin_Biotechnol
PMC4938710	Mol_Plant
PMC4933877	Sci_Rep
PMC4933718	Front_Bioeng_Biotechnol
PMC5589554	Oncotarget
PMC5330936	Mol_Ther_Nucleic_Acids
PMC5183306	Free_Radic_Biol_Med
PMC5062978	Nucleic_Acids_Res
PMC5021578	Hum_Genet
PMC5016169	J_Biol_Chem
PMC4989113	Mol_Biol_Evol
PMC4962003	Genes_
PMC4941490	Proc_Natl_Acad_Sci_U_S_A
PMC4935968	Nat_Commun
PMC4933386	PLoS_One
PMC5179946	Hum_Mol_Genet
PMC5074604	Plant_Physiol
PMC5020127	Hum_Genet
PMC4933537	Biomark_Cancer
PMC4932678	BMC_Cancer
PMC4932667	BMC_Cancer
PMC5846465	Cell_Syst
PMC5582542	Clin_Sci_
PMC5575760	Cell_Microbiol
PMC5499521	Curr_Opin_Hematol
PMC5461965	Trends_Cancer
PMC5349231	Hum_Gene_Ther
PMC5216912	Oncotarget
PMC5111300	Indian_J_Sex_Transm_Dis_AIDS
PMC5100658	Commun_Integr_Biol
PMC5100577	Nucleic_Acids_Res
PMC5081712	Acta_Naturae
PMC5081710	Acta_Naturae
PMC5059113	Genes_Cancer
PMC5042063	J_Gen_Virol
PMC5013304	Mol_Cell_Proteomics
PMC5010844	Iran_J_Basic_Med_Sci
PMC5009949	EJIFCC
PMC4995773	Postdoc_J
PMC4993578	Mob_Genet_Elements
PMC4986603	J_Nanosci_Nanotechnol
PMC4976021	J_Immunol
PMC4971382	Ann_Transl_Med
PMC4969402	Am_J_Cancer_Res
PMC4968342	OMICS
PMC4967970	J_Virus_Erad
PMC4967834	Avicenna_J_Phytomed
PMC4960478	OMICS
PMC4958301	J_Cell_Sci
PMC4942910	J_Neuroinflammation
PMC4937561	Genome_Res
PMC4937559	Genome_Res
PMC4930924	Cold_Spring_Harb_Perspect_Biol
PMC4930577	Parasit_Vectors
PMC4929716	Source_Code_Biol_Med
PMC4918183	Emerg_Infect_Dis
PMC4918163	Emerg_Infect_Dis
PMC5239508	Oncotarget
PMC5082426	Mol_Cancer_Res
PMC5005451	Am_J_Hum_Genet
PMC5005442	Am_J_Hum_Genet
PMC4982517	Mol_Cell
PMC4962014	Mar_Drugs
PMC4959222	Appl_Environ_Microbiol
PMC4959220	Appl_Environ_Microbiol
PMC4959186	Appl_Environ_Microbiol
PMC4951400	Genomics_Inform
PMC4929112	AMB_Express
PMC4928884	PLoS_Genet
PMC4928864	PLoS_One
PMC4928280	BMC_Vet_Res
PMC4928183	Sci_Rep
PMC5754272	IEEE/ACM_Trans_Comput_Biol_Bioinform
PMC4943503	BMC_Genomics
PMC4942598	Biomed_Res_Int
PMC4936038	Proc_Biol_Sci
PMC4928315	Front_Zool
PMC4928301	Virol_J
PMC4928290	BMC_Microbiol
PMC4927158	PLoS_One
PMC4927154	PLoS_One
PMC4927091	PLoS_One
PMC4926256	Sci_Rep
PMC4926161	Sci_Rep
PMC4925712	Front_Mol_Neurosci
PMC5062975	Nucleic_Acids_Res
PMC5026253	Mol_Biol_Evol
PMC5023380	Mol_Ther
PMC4957980	eLife
PMC4948357	Proc_Natl_Acad_Sci_U_S_A
PMC4924638	PLoS_Comput_Biol
PMC4923249	Front_Plant_Sci
PMC4923191	Front_Plant_Sci
PMC4917606	World_J_Gastroenterol
PMC6816913	J_Clin_Lab_Anal
PMC5290038	Oncogene
PMC4972866	Curr_Stem_Cell_Rep
PMC4962816	Leuk_Res_Rep
PMC4939337	J_Ophthalmol
PMC4925019	J_Exp_Med
PMC4924885	Bioinform_Biol_Insights
PMC4924310	BMC_Microbiol
PMC4922584	PLoS_One
PMC4921845	Sci_Rep
PMC4921831	Sci_Rep
PMC5390555	Genome_Biol_Evol
PMC5048070	Bioinformatics
PMC5804255	Curr_Zool
PMC5216992	Oncotarget
PMC4964384	Int_J_Mol_Sci
PMC6281026	J_Neuropathol_Exp_Neurol
PMC4983228	Wiley_Interdiscip_Rev_Syst_Biol_Med
PMC4980190	Evolution
PMC4964380	Int_J_Mol_Sci
PMC4936128	J_Virol
PMC4936126	J_Virol
PMC4931012	Nat_Commun
PMC4929255	J_Breast_Cancer
PMC4921039	BMC_Plant_Biol
PMC4920392	PLoS_Negl_Trop_Dis
PMC4920388	PLoS_Negl_Trop_Dis
PMC4920027	Sci_Rep
PMC4919785	Sci_Rep
PMC4919625	Sci_Rep
PMC4919623	Sci_Rep
PMC4919345	Front_Plant_Sci
PMC5464114	Small_GTPases
PMC5216766	Oncotarget
PMC5048525	J_Theor_Biol
PMC4936350	Infect_Immun
PMC4934037	J_Cancer
PMC4928158	BMC_Genomics
PMC4925871	Clin_Exp_Reprod_Med
PMC4919098	PLoS_Genet
PMC5412865	Dev_Neurobiol
PMC5216812	Oncotarget
PMC5132110	HIV_Med
PMC4989116	Mol_Biol_Evol
PMC4933003	Acta_Crystallogr_F_Struct_Biol_Commun
PMC4929915	R_Soc_Open_Sci
PMC4928513	BMC_Genomics
PMC4926518	Int_J_Mol_Sci
PMC4917237	PLoS_Genet
PMC4916596	Sci_Rep
PMC4916473	Sci_Rep
PMC4916428	Sci_Rep
PMC4916202	Front_Physiol
PMC4931601	Transl_Psychiatry
PMC4916384	mBio
PMC4915535	J_Radiat_Res
PMC4915099	Parasit_Vectors
PMC4915063	Clin_Epigenetics
PMC4914952	Front_Cell_Dev_Biol
PMC5395354	Dev_Psychopathol
PMC5367918	Biotechnol_Bioeng
PMC5239520	Oncotarget
PMC5216808	Oncotarget
PMC4972276	Plant_Physiol
PMC4945445	Hypertension
PMC4915179	Genome_Med
PMC4914697	Antimicrob_Agents_Chemother
PMC4914681	Antimicrob_Agents_Chemother
PMC4914651	Antimicrob_Agents_Chemother
PMC4913284	Immunology
PMC4913250	Sci_Rep
PMC4987109	Genome_Biol_Evol
PMC4934028	J_Cancer
PMC5041194	Cell_Death_Differ
PMC5002279	Virus_Genes
PMC5001610	Nucleic_Acids_Res
PMC4981128	Plant_Cell
PMC4912509	Springerplus
PMC4912107	PLoS_One
PMC4912073	PLoS_One
PMC4912071	PLoS_One
PMC4911599	Sci_Rep
PMC6268121	J_Phys_Chem_B
PMC5516849	NPJ_Syst_Biol_Appl
PMC5139638	Oncoimmunology
PMC5005434	Am_J_Hum_Genet
PMC4967499	Cell_Syst
PMC4938784	Mol_Cell
PMC4911377	Curr_Cardiol_Rep
PMC4910998	PLoS_Genet
PMC4910092	Sci_Rep
PMC5083126	Expert_Rev_Clin_Immunol
PMC5015786	J_Neurosci
PMC4978911	G3_
PMC4965263	eLife
PMC4918724	PeerJ
PMC4911950	PeerJ
PMC4909452	World_J_Gastrointest_Oncol
PMC4908950	Front_Microbiol
PMC4908391	Sci_Rep
PMC5712457	J_Infect_Dis
PMC5288242	Oncotarget
PMC4991365	Plant_Signal_Behav
PMC4981271	Genetics
PMC4974359	J_Biol_Chem
PMC4955171	Asian_J_Androl
PMC4944412	Plant_Cell
PMC4939680	Case_Rep_Neurol
PMC4908686	J_Neurodev_Disord
PMC4907697	eLife
PMC4906603	BMC_Evol_Biol
PMC4906401	Sci_Rep
PMC5291261	Nucleic_Acids_Res
PMC5239470	Oncotarget
PMC5216762	Oncotarget
PMC5199234	ACS_Chem_Biol
PMC4981272	Genetics
PMC4965852	ACS_Cent_Sci
PMC4945430	Hypertension
PMC4932963	Proc_Natl_Acad_Sci_U_S_A
PMC4909985	Nat_Commun
PMC4909953	Nat_Commun
PMC4907195	Appl_Environ_Microbiol
PMC4907030	BMC_Plant_Biol
PMC4906610	BMC_Genomics
PMC4906094	Springerplus
PMC4904365	J_Med_Case_Rep
PMC4904240	Sci_Rep
PMC4904190	Sci_Rep
PMC4904012	Front_Microbiol
PMC5016834	Gastroenterology
PMC4997783	Dev_Biol
PMC4908362	Bioinformatics
PMC4908348	Bioinformatics
PMC4902182	Mol_Vis
PMC5544034	Curr_Protoc_Plant_Biol
PMC5524210	Mod_Pathol
PMC5291267	Nucleic_Acids_Res
PMC5130028	Oncotarget
PMC5082846	Cancer_Res
PMC5062965	Nucleic_Acids_Res
PMC5041458	Nucleic_Acids_Res
PMC5039921	Bioinformatics
PMC5005461	Physiol_Genomics
PMC4965568	J_Biol_Chem
PMC4932175	J_Immunol
PMC4907246	J_Virol
PMC4907229	J_Virol
PMC4902972	Clin_Epigenetics
PMC4901478	BMC_Genomics
PMC5288240	Oncotarget
PMC5095798	Plant_Biotechnol_J
PMC5003493	Microarrays_
PMC5001172	Diabetes
PMC4978903	G3_
PMC4931568	EMBO_Rep
PMC4926183	Viruses
PMC4909715	Neoplasia
PMC4900573	PLoS_One
PMC6112201	Plant_Divers
PMC5514543	Biomed_J
PMC5291272	Nucleic_Acids_Res
PMC5026735	Neuropsychopharmacology
PMC5003800	Cell_Stress_Chaperones
PMC4994865	Nucleic_Acids_Res
PMC4981264	Genetics
PMC4898738	PLoS_One
PMC4898721	PLoS_One
PMC4898691	PLoS_One
PMC4897819	Infect_Dis_Poverty
PMC4897708	Sci_Rep
PMC4897688	Sci_Rep
PMC4896932	Front_Genet
PMC5732694	Oncotarget
PMC5173129	Oncotarget
PMC5007891	Endocrinology
PMC4978900	G3_
PMC4962879	Endocr_Relat_Cancer
PMC4957596	Cell_Cycle
PMC4931616	Transl_Psychiatry
PMC4931613	Transl_Psychiatry
PMC4926431	Int_J_Mol_Sci
PMC4896621	PLoS_One
PMC4896502	PLoS_One
PMC4896419	PLoS_One
PMC4895238	Sci_Rep
PMC4895147	Sci_Rep
PMC4895135	Sci_Rep
PMC5239485	Oncotarget
PMC5140770	Oncogene
PMC4939078	Nat_Struct_Mol_Biol
PMC4927357	Nat_Methods
PMC4926420	Int_J_Mol_Sci
PMC4894565	PLoS_Genet
PMC4893630	Sci_Rep
PMC4898974	Cancer_Med
PMC5447576	J_Parasit_Dis
PMC4927758	J_Vis_Exp
PMC4926421	Int_J_Mol_Sci
PMC4893258	BMC_Res_Notes
PMC5363242	Am_J_Med_Genet_B_Neuropsychiatr_Genet
PMC5129919	Oncotarget
PMC4970896	Cancer_Prev_Res_
PMC4926333	Int_J_Mol_Sci
PMC4893286	Genome_Biol
PMC4892614	PLoS_One
PMC4892552	PLoS_One
PMC4892480	PLoS_One
PMC4891837	J_Transl_Med
PMC4891353	Front_Microbiol
PMC5540732	Science
PMC5173136	Oncotarget
PMC5135666	Clin_Cancer_Res
PMC4937343	Nucleic_Acids_Res
PMC4910160	Mol_Cell
PMC4890776	PLoS_Pathog
PMC4890492	Biotechnol_Biofuels
PMC4890121	Sci_Rep
PMC4890030	Sci_Rep
PMC4889612	Front_Microbiol
PMC6062377	Toxicol_Res_
PMC5685299	NPJ_Genom_Med
PMC5582543	Genet_Epidemiol
PMC5373551	Curr_Opin_Infect_Dis
PMC5325160	Hepatoma_Res
PMC5173347	Trends_Biochem_Sci
PMC5055756	Curr_Top_Med_Chem
